"""2004"""	"""2005"""	"""2006"""	"""2007"""	"""2008"""	"""2009"""	"""2010"""	"""2011"""	"""2012"""	"""2013"""	"""2014"""	"""2015"""	"""2016"""	"""2017"""	"""2018"""
98.58	97.3	94.21	94.66	96.64	94.14	93.7	89.53	88.15	82.24	84.99	88.32	94.22	93.08	92.6
