Domain;Country;Element;Item;Year;Unit;Value
Food Supply - Livestock and Fish Primary Equivalent;Norway;Food supply quantity (kg/capita/yr);Pigmeat;2010;kg;23.54
Food Supply - Livestock and Fish Primary Equivalent;Norway;Food supply quantity (kg/capita/yr);Pigmeat;2011;kg;23.52
Food Supply - Livestock and Fish Primary Equivalent;Norway;Food supply quantity (kg/capita/yr);Pigmeat;2012;kg;23.32
Food Supply - Livestock and Fish Primary Equivalent;Norway;Food supply quantity (kg/capita/yr);Pigmeat;2013;kg;23.51
Food Supply - Livestock and Fish Primary Equivalent;Norway;Food supply quantity (kg/capita/yr);Poultry Meat;2004;kg;11.87
Food Supply - Livestock and Fish Primary Equivalent;Norway;Food supply quantity (kg/capita/yr);Poultry Meat;2005;kg;12.43
Food Supply - Livestock and Fish Primary Equivalent;Norway;Food supply quantity (kg/capita/yr);Poultry Meat;2006;kg;13.48
Food Supply - Livestock and Fish Primary Equivalent;Norway;Food supply quantity (kg/capita/yr);Poultry Meat;2007;kg;14.89
Food Supply - Livestock and Fish Primary Equivalent;Norway;Food supply quantity (kg/capita/yr);Poultry Meat;2008;kg;17.62
Food Supply - Livestock and Fish Primary Equivalent;Norway;Food supply quantity (kg/capita/yr);Poultry Meat;2009;kg;16.98
Food Supply - Livestock and Fish Primary Equivalent;Norway;Food supply quantity (kg/capita/yr);Poultry Meat;2010;kg;17.13
Food Supply - Livestock and Fish Primary Equivalent;Norway;Food supply quantity (kg/capita/yr);Poultry Meat;2011;kg;17.19
Food Supply - Livestock and Fish Primary Equivalent;Norway;Food supply quantity (kg/capita/yr);Poultry Meat;2012;kg;18.73
Food Supply - Livestock and Fish Primary Equivalent;Norway;Food supply quantity (kg/capita/yr);Poultry Meat;2013;kg;21.01
Food Supply - Livestock and Fish Primary Equivalent;Poland;Food supply quantity (kg/capita/yr);Bovine Meat;2004;kg;6.01
Food Supply - Livestock and Fish Primary Equivalent;Poland;Food supply quantity (kg/capita/yr);Bovine Meat;2005;kg;4.5
Food Supply - Livestock and Fish Primary Equivalent;Poland;Food supply quantity (kg/capita/yr);Bovine Meat;2006;kg;5.12
Food Supply - Livestock and Fish Primary Equivalent;Poland;Food supply quantity (kg/capita/yr);Bovine Meat;2007;kg;4.61
Food Supply - Livestock and Fish Primary Equivalent;Poland;Food supply quantity (kg/capita/yr);Bovine Meat;2008;kg;4.37
Food Supply - Livestock and Fish Primary Equivalent;Poland;Food supply quantity (kg/capita/yr);Bovine Meat;2009;kg;4.15
Food Supply - Livestock and Fish Primary Equivalent;Poland;Food supply quantity (kg/capita/yr);Bovine Meat;2010;kg;2.76
Food Supply - Livestock and Fish Primary Equivalent;Poland;Food supply quantity (kg/capita/yr);Bovine Meat;2011;kg;2.43
Food Supply - Livestock and Fish Primary Equivalent;Poland;Food supply quantity (kg/capita/yr);Bovine Meat;2012;kg;2.41
Food Supply - Livestock and Fish Primary Equivalent;Poland;Food supply quantity (kg/capita/yr);Bovine Meat;2013;kg;2.32
Food Supply - Livestock and Fish Primary Equivalent;Poland;Food supply quantity (kg/capita/yr);Mutton & Goat Meat;2004;kg;0.04
Food Supply - Livestock and Fish Primary Equivalent;Poland;Food supply quantity (kg/capita/yr);Mutton & Goat Meat;2005;kg;0.03
Food Supply - Livestock and Fish Primary Equivalent;Poland;Food supply quantity (kg/capita/yr);Mutton & Goat Meat;2006;kg;0.04
Food Supply - Livestock and Fish Primary Equivalent;Poland;Food supply quantity (kg/capita/yr);Mutton & Goat Meat;2007;kg;0.04
Food Supply - Livestock and Fish Primary Equivalent;Poland;Food supply quantity (kg/capita/yr);Mutton & Goat Meat;2008;kg;0.04
Food Supply - Livestock and Fish Primary Equivalent;Poland;Food supply quantity (kg/capita/yr);Mutton & Goat Meat;2009;kg;0.05
Food Supply - Livestock and Fish Primary Equivalent;Poland;Food supply quantity (kg/capita/yr);Mutton & Goat Meat;2010;kg;0.04
Food Supply - Livestock and Fish Primary Equivalent;Poland;Food supply quantity (kg/capita/yr);Mutton & Goat Meat;2011;kg;0.05
Food Supply - Livestock and Fish Primary Equivalent;Poland;Food supply quantity (kg/capita/yr);Mutton & Goat Meat;2012;kg;0.04
Food Supply - Livestock and Fish Primary Equivalent;Poland;Food supply quantity (kg/capita/yr);Mutton & Goat Meat;2013;kg;0.02
Food Supply - Livestock and Fish Primary Equivalent;Poland;Food supply quantity (kg/capita/yr);Pigmeat;2004;kg;47.62
Food Supply - Livestock and Fish Primary Equivalent;Poland;Food supply quantity (kg/capita/yr);Pigmeat;2005;kg;47.82
Food Supply - Livestock and Fish Primary Equivalent;Poland;Food supply quantity (kg/capita/yr);Pigmeat;2006;kg;50.47
Food Supply - Livestock and Fish Primary Equivalent;Poland;Food supply quantity (kg/capita/yr);Pigmeat;2007;kg;50.88
Food Supply - Livestock and Fish Primary Equivalent;Poland;Food supply quantity (kg/capita/yr);Pigmeat;2008;kg;50.54
Food Supply - Livestock and Fish Primary Equivalent;Poland;Food supply quantity (kg/capita/yr);Pigmeat;2009;kg;48.73
Food Supply - Livestock and Fish Primary Equivalent;Poland;Food supply quantity (kg/capita/yr);Pigmeat;2010;kg;50.23
Food Supply - Livestock and Fish Primary Equivalent;Poland;Food supply quantity (kg/capita/yr);Pigmeat;2011;kg;51.24
Food Supply - Livestock and Fish Primary Equivalent;Poland;Food supply quantity (kg/capita/yr);Pigmeat;2012;kg;47.03
Food Supply - Livestock and Fish Primary Equivalent;Poland;Food supply quantity (kg/capita/yr);Pigmeat;2013;kg;46.19
Food Supply - Livestock and Fish Primary Equivalent;Poland;Food supply quantity (kg/capita/yr);Poultry Meat;2004;kg;19.32
Food Supply - Livestock and Fish Primary Equivalent;Poland;Food supply quantity (kg/capita/yr);Poultry Meat;2005;kg;20.4
Food Supply - Livestock and Fish Primary Equivalent;Poland;Food supply quantity (kg/capita/yr);Poultry Meat;2006;kg;20.23
Food Supply - Livestock and Fish Primary Equivalent;Poland;Food supply quantity (kg/capita/yr);Poultry Meat;2007;kg;19.77
Food Supply - Livestock and Fish Primary Equivalent;Poland;Food supply quantity (kg/capita/yr);Poultry Meat;2008;kg;18.55
Food Supply - Livestock and Fish Primary Equivalent;Poland;Food supply quantity (kg/capita/yr);Poultry Meat;2009;kg;21.44
Food Supply - Livestock and Fish Primary Equivalent;Poland;Food supply quantity (kg/capita/yr);Poultry Meat;2010;kg;21.52
Food Supply - Livestock and Fish Primary Equivalent;Poland;Food supply quantity (kg/capita/yr);Poultry Meat;2011;kg;22.44
Food Supply - Livestock and Fish Primary Equivalent;Poland;Food supply quantity (kg/capita/yr);Poultry Meat;2012;kg;25.75
Food Supply - Livestock and Fish Primary Equivalent;Poland;Food supply quantity (kg/capita/yr);Poultry Meat;2013;kg;27.41
Food Supply - Livestock and Fish Primary Equivalent;Portugal;Food supply quantity (kg/capita/yr);Bovine Meat;2004;kg;18.18
Food Supply - Livestock and Fish Primary Equivalent;Portugal;Food supply quantity (kg/capita/yr);Bovine Meat;2005;kg;17.4
Food Supply - Livestock and Fish Primary Equivalent;Portugal;Food supply quantity (kg/capita/yr);Bovine Meat;2006;kg;18.11
Food Supply - Livestock and Fish Primary Equivalent;Portugal;Food supply quantity (kg/capita/yr);Bovine Meat;2007;kg;18.39
Food Supply - Livestock and Fish Primary Equivalent;Portugal;Food supply quantity (kg/capita/yr);Bovine Meat;2008;kg;18.72
Food Supply - Livestock and Fish Primary Equivalent;Portugal;Food supply quantity (kg/capita/yr);Bovine Meat;2009;kg;18.43
Food Supply - Livestock and Fish Primary Equivalent;Portugal;Food supply quantity (kg/capita/yr);Bovine Meat;2010;kg;17.22
Food Supply - Livestock and Fish Primary Equivalent;Portugal;Food supply quantity (kg/capita/yr);Bovine Meat;2011;kg;16.59
Food Supply - Livestock and Fish Primary Equivalent;Portugal;Food supply quantity (kg/capita/yr);Bovine Meat;2012;kg;16.05
Food Supply - Livestock and Fish Primary Equivalent;Portugal;Food supply quantity (kg/capita/yr);Bovine Meat;2013;kg;16.45
Food Supply - Livestock and Fish Primary Equivalent;Portugal;Food supply quantity (kg/capita/yr);Mutton & Goat Meat;2004;kg;2.9
Food Supply - Livestock and Fish Primary Equivalent;Portugal;Food supply quantity (kg/capita/yr);Mutton & Goat Meat;2005;kg;2.97
Food Supply - Livestock and Fish Primary Equivalent;Portugal;Food supply quantity (kg/capita/yr);Mutton & Goat Meat;2006;kg;3.07
Food Supply - Livestock and Fish Primary Equivalent;Portugal;Food supply quantity (kg/capita/yr);Mutton & Goat Meat;2007;kg;3.04
Food Supply - Livestock and Fish Primary Equivalent;Portugal;Food supply quantity (kg/capita/yr);Mutton & Goat Meat;2008;kg;2.75
Food Supply - Livestock and Fish Primary Equivalent;Portugal;Food supply quantity (kg/capita/yr);Mutton & Goat Meat;2009;kg;2.46
Food Supply - Livestock and Fish Primary Equivalent;Portugal;Food supply quantity (kg/capita/yr);Mutton & Goat Meat;2010;kg;2.48
Food Supply - Livestock and Fish Primary Equivalent;Portugal;Food supply quantity (kg/capita/yr);Mutton & Goat Meat;2011;kg;2.4
Food Supply - Livestock and Fish Primary Equivalent;Portugal;Food supply quantity (kg/capita/yr);Mutton & Goat Meat;2012;kg;2.37
Food Supply - Livestock and Fish Primary Equivalent;Portugal;Food supply quantity (kg/capita/yr);Mutton & Goat Meat;2013;kg;2.38
Food Supply - Livestock and Fish Primary Equivalent;Portugal;Food supply quantity (kg/capita/yr);Pigmeat;2004;kg;39.01
Food Supply - Livestock and Fish Primary Equivalent;Portugal;Food supply quantity (kg/capita/yr);Pigmeat;2005;kg;39.65
Food Supply - Livestock and Fish Primary Equivalent;Portugal;Food supply quantity (kg/capita/yr);Pigmeat;2006;kg;41.65
Food Supply - Livestock and Fish Primary Equivalent;Portugal;Food supply quantity (kg/capita/yr);Pigmeat;2007;kg;45.06
Food Supply - Livestock and Fish Primary Equivalent;Portugal;Food supply quantity (kg/capita/yr);Pigmeat;2008;kg;42.48
Food Supply - Livestock and Fish Primary Equivalent;Portugal;Food supply quantity (kg/capita/yr);Pigmeat;2009;kg;42.87
Food Supply - Livestock and Fish Primary Equivalent;Portugal;Food supply quantity (kg/capita/yr);Pigmeat;2010;kg;42.79
Food Supply - Livestock and Fish Primary Equivalent;Portugal;Food supply quantity (kg/capita/yr);Pigmeat;2011;kg;40.75
Food Supply - Livestock and Fish Primary Equivalent;Portugal;Food supply quantity (kg/capita/yr);Pigmeat;2012;kg;38.75
Food Supply - Livestock and Fish Primary Equivalent;Portugal;Food supply quantity (kg/capita/yr);Pigmeat;2013;kg;37.91
Food Supply - Livestock and Fish Primary Equivalent;Portugal;Food supply quantity (kg/capita/yr);Poultry Meat;2004;kg;22.99
Food Supply - Livestock and Fish Primary Equivalent;Portugal;Food supply quantity (kg/capita/yr);Poultry Meat;2005;kg;23.84
Food Supply - Livestock and Fish Primary Equivalent;Portugal;Food supply quantity (kg/capita/yr);Poultry Meat;2006;kg;23.46
Food Supply - Livestock and Fish Primary Equivalent;Portugal;Food supply quantity (kg/capita/yr);Poultry Meat;2007;kg;26.41
Food Supply - Livestock and Fish Primary Equivalent;Portugal;Food supply quantity (kg/capita/yr);Poultry Meat;2008;kg;27.78
Food Supply - Livestock and Fish Primary Equivalent;Portugal;Food supply quantity (kg/capita/yr);Poultry Meat;2009;kg;28.71
Food Supply - Livestock and Fish Primary Equivalent;Portugal;Food supply quantity (kg/capita/yr);Poultry Meat;2010;kg;29.57
Food Supply - Livestock and Fish Primary Equivalent;Portugal;Food supply quantity (kg/capita/yr);Poultry Meat;2011;kg;29.16
Food Supply - Livestock and Fish Primary Equivalent;Portugal;Food supply quantity (kg/capita/yr);Poultry Meat;2012;kg;29.53
Food Supply - Livestock and Fish Primary Equivalent;Portugal;Food supply quantity (kg/capita/yr);Poultry Meat;2013;kg;30.14
Food Supply - Livestock and Fish Primary Equivalent;Republic of Moldova;Food supply quantity (kg/capita/yr);Bovine Meat;2004;kg;2.86
Food Supply - Livestock and Fish Primary Equivalent;Republic of Moldova;Food supply quantity (kg/capita/yr);Bovine Meat;2005;kg;5.03
Food Supply - Livestock and Fish Primary Equivalent;Republic of Moldova;Food supply quantity (kg/capita/yr);Bovine Meat;2006;kg;5.33
Food Supply - Livestock and Fish Primary Equivalent;Republic of Moldova;Food supply quantity (kg/capita/yr);Bovine Meat;2007;kg;4.05
Food Supply - Livestock and Fish Primary Equivalent;Republic of Moldova;Food supply quantity (kg/capita/yr);Bovine Meat;2008;kg;3.84
Food Supply - Livestock and Fish Primary Equivalent;Republic of Moldova;Food supply quantity (kg/capita/yr);Bovine Meat;2009;kg;3.25
Food Supply - Livestock and Fish Primary Equivalent;Republic of Moldova;Food supply quantity (kg/capita/yr);Bovine Meat;2010;kg;2.49
Food Supply - Livestock and Fish Primary Equivalent;Republic of Moldova;Food supply quantity (kg/capita/yr);Bovine Meat;2011;kg;1.89
Food Supply - Livestock and Fish Primary Equivalent;Republic of Moldova;Food supply quantity (kg/capita/yr);Bovine Meat;2012;kg;2.09
Food Supply - Livestock and Fish Primary Equivalent;Republic of Moldova;Food supply quantity (kg/capita/yr);Bovine Meat;2013;kg;1.56
Food Supply - Livestock and Fish Primary Equivalent;Republic of Moldova;Food supply quantity (kg/capita/yr);Mutton & Goat Meat;2004;kg;0.48
Food Supply - Livestock and Fish Primary Equivalent;Republic of Moldova;Food supply quantity (kg/capita/yr);Mutton & Goat Meat;2005;kg;0.55
Food Supply - Livestock and Fish Primary Equivalent;Republic of Moldova;Food supply quantity (kg/capita/yr);Mutton & Goat Meat;2006;kg;0.62
Food Supply - Livestock and Fish Primary Equivalent;Republic of Moldova;Food supply quantity (kg/capita/yr);Mutton & Goat Meat;2007;kg;0.46
Food Supply - Livestock and Fish Primary Equivalent;Republic of Moldova;Food supply quantity (kg/capita/yr);Mutton & Goat Meat;2008;kg;0.52
Food Supply - Livestock and Fish Primary Equivalent;Republic of Moldova;Food supply quantity (kg/capita/yr);Mutton & Goat Meat;2009;kg;0.47
Food Supply - Livestock and Fish Primary Equivalent;Republic of Moldova;Food supply quantity (kg/capita/yr);Mutton & Goat Meat;2010;kg;0.24
Food Supply - Livestock and Fish Primary Equivalent;Republic of Moldova;Food supply quantity (kg/capita/yr);Mutton & Goat Meat;2011;kg;0.16
Food Supply - Livestock and Fish Primary Equivalent;Republic of Moldova;Food supply quantity (kg/capita/yr);Mutton & Goat Meat;2012;kg;0.18
Food Supply - Livestock and Fish Primary Equivalent;Republic of Moldova;Food supply quantity (kg/capita/yr);Mutton & Goat Meat;2013;kg;0.35
Food Supply - Livestock and Fish Primary Equivalent;Republic of Moldova;Food supply quantity (kg/capita/yr);Pigmeat;2004;kg;12.25
Food Supply - Livestock and Fish Primary Equivalent;Republic of Moldova;Food supply quantity (kg/capita/yr);Pigmeat;2005;kg;13.22
Food Supply - Livestock and Fish Primary Equivalent;Republic of Moldova;Food supply quantity (kg/capita/yr);Pigmeat;2006;kg;16.44
Food Supply - Livestock and Fish Primary Equivalent;Republic of Moldova;Food supply quantity (kg/capita/yr);Pigmeat;2007;kg;18.76
Food Supply - Livestock and Fish Primary Equivalent;Republic of Moldova;Food supply quantity (kg/capita/yr);Pigmeat;2008;kg;13.33
Food Supply - Livestock and Fish Primary Equivalent;Republic of Moldova;Food supply quantity (kg/capita/yr);Pigmeat;2009;kg;13.26
Food Supply - Livestock and Fish Primary Equivalent;Republic of Moldova;Food supply quantity (kg/capita/yr);Pigmeat;2010;kg;17.25
Food Supply - Livestock and Fish Primary Equivalent;Republic of Moldova;Food supply quantity (kg/capita/yr);Pigmeat;2011;kg;19.46
Food Supply - Livestock and Fish Primary Equivalent;Republic of Moldova;Food supply quantity (kg/capita/yr);Pigmeat;2012;kg;20.34
Food Supply - Livestock and Fish Primary Equivalent;Republic of Moldova;Food supply quantity (kg/capita/yr);Pigmeat;2013;kg;19.83
Food Supply - Livestock and Fish Primary Equivalent;Republic of Moldova;Food supply quantity (kg/capita/yr);Poultry Meat;2004;kg;13.41
Food Supply - Livestock and Fish Primary Equivalent;Republic of Moldova;Food supply quantity (kg/capita/yr);Poultry Meat;2005;kg;18.03
Food Supply - Livestock and Fish Primary Equivalent;Republic of Moldova;Food supply quantity (kg/capita/yr);Poultry Meat;2006;kg;15.22
Food Supply - Livestock and Fish Primary Equivalent;Republic of Moldova;Food supply quantity (kg/capita/yr);Poultry Meat;2007;kg;12.28
Food Supply - Livestock and Fish Primary Equivalent;Republic of Moldova;Food supply quantity (kg/capita/yr);Poultry Meat;2008;kg;14.49
Food Supply - Livestock and Fish Primary Equivalent;Republic of Moldova;Food supply quantity (kg/capita/yr);Poultry Meat;2009;kg;12
Food Supply - Livestock and Fish Primary Equivalent;Republic of Moldova;Food supply quantity (kg/capita/yr);Poultry Meat;2010;kg;15.72
Food Supply - Livestock and Fish Primary Equivalent;Republic of Moldova;Food supply quantity (kg/capita/yr);Poultry Meat;2011;kg;15.63
Food Supply - Livestock and Fish Primary Equivalent;Republic of Moldova;Food supply quantity (kg/capita/yr);Poultry Meat;2012;kg;16.14
Food Supply - Livestock and Fish Primary Equivalent;Republic of Moldova;Food supply quantity (kg/capita/yr);Poultry Meat;2013;kg;17.93
Food Supply - Livestock and Fish Primary Equivalent;Romania;Food supply quantity (kg/capita/yr);Bovine Meat;2004;kg;7.18
Food Supply - Livestock and Fish Primary Equivalent;Romania;Food supply quantity (kg/capita/yr);Bovine Meat;2005;kg;9.86
Food Supply - Livestock and Fish Primary Equivalent;Romania;Food supply quantity (kg/capita/yr);Bovine Meat;2006;kg;9.66
Food Supply - Livestock and Fish Primary Equivalent;Romania;Food supply quantity (kg/capita/yr);Bovine Meat;2007;kg;7.53
Food Supply - Livestock and Fish Primary Equivalent;Romania;Food supply quantity (kg/capita/yr);Bovine Meat;2008;kg;7.22
Food Supply - Livestock and Fish Primary Equivalent;Romania;Food supply quantity (kg/capita/yr);Bovine Meat;2009;kg;7.49
Food Supply - Livestock and Fish Primary Equivalent;Romania;Food supply quantity (kg/capita/yr);Bovine Meat;2010;kg;7.35
